Node_1_orthology_group_id,Node_2_orthology_group_id,Layer,Salmonella_dublin_CT_02021853,Salmonella_enteritidis_PT4_P125109,Salmonella_paratyphi_A_ATCC_9150_SARB42,Salmonella_paratyphi_B_ATCC_BAA-1250_SPB7,Salmonella_heidelberg_SL476,Salmonella_paratyphi_C_RKS4594,Salmonella_bongori_ATCC_43975_DSM_13772_NCTC_12419,Salmonella_typhimurium_LT2_SGSC1412_ATCC_700720,Salmonella_newport_SL254,Salmonella_typhi,Salmonella_arizonae_ATCC_BAA-731_CDC346-86_RSK2980,Salmonella_typhimurium_D23580,Salmonella_typhimurium_SL1344,Salmonella_typhimurium_14028s_SGSC_2262,Salmonella_agona_SL483,Salmonella_typhimurium_4_74,Salmonella_choleraesuis_SC-B67,Salmonella_schwarzengrund_CVM19633,Salmonella_gallinarum_287_91_NCTC_13346-B67,Salmonella_paratyphi_A_AKU_12601-B67
OMA05145,OMA04931,Regulatory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04295,OMA05173,Regulatory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03233,OMA05217,Regulatory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03453,OMA05217,Regulatory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03568,OMA05391,Regulatory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03507,OMA05631,Regulatory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03568,OMA05677,Regulatory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02001,OMA01516,Regulatory,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02349,OMA02668,Regulatory,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03507,OMA05100,Regulatory,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02349,OMA06004,Regulatory,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03568,OMA01963,Regulatory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03508,OMA05846,Regulatory,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA06384,OMA04394,Protein-protein interaction,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA01913,OMA06384,Protein-protein interaction,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA06384,OMA06384,Protein-protein interaction,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct_Interactome3d
OMA00542,OMA00090,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03616,OMA00359,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03616,OMA00367,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02510,OMA00596,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03568,OMA00655,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02238,OMA00796,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03507,OMA00796,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02349,OMA00802,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03453,OMA01038,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03508,OMA01047,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03395,OMA01429,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03568,OMA01429,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03616,OMA01429,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04295,OMA01429,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02591,OMA01525,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05327,OMA01525,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04295,OMA01840,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02238,OMA02029,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02349,OMA02381,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03830,OMA02741,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03568,OMA02948,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05381,OMA02948,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03507,OMA03412,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03508,OMA03412,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04394,OMA03412,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04467,OMA03412,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04660,OMA03412,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05046,OMA03412,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05145,OMA03412,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05341,OMA03412,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03508,OMA03437,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03508,OMA03757,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04394,OMA03922,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03197,OMA04189,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05381,OMA04189,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03205,OMA04207,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03568,OMA04647,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03830,OMA04961,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03453,OMA05224,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03507,OMA05224,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05046,OMA05265,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA01895,OMA05278,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04295,OMA05389,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02238,OMA05460,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02238,OMA05598,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02430,OMA05598,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03616,OMA05603,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02510,OMA05741,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02167,OMA05910,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05327,OMA05910,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03395,OMA06010,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05381,OMA06371,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03507,OMA06384,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03568,OMA06126,Regulatory,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA06429,OMA05016,Protein-protein interaction,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA06429,OMA06204,Protein-protein interaction,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA04322,OMA06429,Protein-protein interaction,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA06429,OMA06429,Protein-protein interaction,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Interactome3d
OMA02430,OMA00336,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02510,OMA00336,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03197,OMA00744,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03233,OMA01023,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05145,OMA01075,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02001,OMA01278,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03197,OMA01423,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03453,OMA01423,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03507,OMA01423,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02349,OMA01427,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05327,OMA01512,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03453,OMA01733,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03508,OMA02445,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03830,OMA02445,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03197,OMA02454,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03205,OMA02502,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02349,OMA02627,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02430,OMA02634,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02510,OMA02634,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02510,OMA02758,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03047,OMA03133,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04566,OMA03757,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02238,OMA03952,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02430,OMA03952,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA00842,OMA03984,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03395,OMA04053,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03508,OMA04483,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03830,OMA04483,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03395,OMA05023,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03453,OMA05443,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03395,OMA05532,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02510,OMA05666,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03507,OMA05920,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03205,OMA06126,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02430,OMA06392,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04394,OMA06392,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA01319,OMA06433,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02001,OMA06433,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03508,OMA06433,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04295,OMA06450,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02238,OMA01930,Regulatory,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03508,OMA02984,Regulatory,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04467,OMA03757,Regulatory,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03508,OMA05062,Regulatory,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA01895,OMA06126,Regulatory,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA00394,OMA06020,Protein-protein interaction,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA00616,OMA06020,Protein-protein interaction,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA02003,OMA06020,Protein-protein interaction,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA03047,OMA00280,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03453,OMA00422,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05327,OMA00529,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA01895,OMA00712,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02238,OMA00798,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA01895,OMA01084,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03507,OMA01142,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03047,OMA01640,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA01895,OMA01778,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA00542,OMA01784,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02238,OMA01932,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03453,OMA02968,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03001,OMA03158,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02167,OMA03749,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA00542,OMA03761,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03453,OMA04807,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02001,OMA05067,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03197,OMA05067,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04412,OMA05067,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04566,OMA05067,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04660,OMA05067,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05381,OMA05599,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04394,OMA05694,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03197,OMA05985,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04467,OMA05985,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05381,OMA05985,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04412,OMA06020,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05327,OMA06020,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05327,OMA06145,Regulatory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03507,OMA05432,Regulatory,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05327,OMA05775,Regulatory,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02059,OMA00059,Metabolic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PMID:31455646
OMA00059,OMA02309,Metabolic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PMID:31455646
OMA00059,OMA03531,Metabolic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PMID:31455646
OMA01914,OMA00057,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA01914,OMA00340,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA03633,OMA00438,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA03590,OMA01263,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA00288,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA00397,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA00795,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA02814,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA02909,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA02985,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA03046,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA04049,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA04555,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA04696,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA04704,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA05397,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA05750,OMA01914,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA02828,OMA02828,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Interactome3d
OMA02937,OMA02902,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA02661,OMA02949,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA03155,OMA02973,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA01914,OMA03090,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA03547,OMA03547,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Interactome3d
OMA00225,OMA04708,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA01723,OMA04780,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA00225,OMA05349,Protein-protein interaction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IntAct
OMA03507,OMA00002,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03001,OMA00008,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA04394,OMA00018,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA00542,OMA00046,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03001,OMA00086,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03616,OMA00086,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03395,OMA00095,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA00542,OMA00096,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03047,OMA00096,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA02591,OMA00106,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA03197,OMA00106,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
OMA05145,OMA00106,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salm
